filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00068.wav_segment_1,0.30779994,0.09200001,2593.253891950982,2378.1193306367913,5350.172776442308,0.14294996995192308,-119.812454,86.67282,-8.085042,53.62969,-32.389896,19.23577,-20.167442,12.236661,-11.506186,14.565814,-15.299809,11.283534,-20.28145,2.535683,-12.675126,2.7543216,-13.04184,5.804716,-2.9776292,7.4216666,blues
blues.00068.wav_segment_2,0.27830592,0.1074632,2647.1417438239637,2317.4253466852024,5285.2418870192305,0.15997220552884617,-111.73503,84.68127,-11.125826,50.234562,-36.78648,16.353428,-12.814124,18.817732,-9.45189,18.47399,-20.236874,3.5465791,-16.993818,10.315693,-3.826501,17.008196,-6.7413697,3.4553587,-7.910823,-3.9555833,blues
blues.00068.wav_segment_3,0.2462087,0.10671979,2585.2450636946364,2276.164084682139,5187.928372896635,0.1521935096153846,-106.26106,87.56005,-14.535476,49.5608,-40.154305,13.733391,-12.466371,18.71657,-10.542416,16.129938,-21.224524,1.3869263,-17.572443,15.270213,-2.7227855,16.255663,-7.361741,5.3751984,-8.87438,-4.3364654,blues
blues.00068.wav_segment_4,0.27036273,0.11096001,2376.7038987729984,2264.596555758735,4993.301344651442,0.12027493990384615,-106.100586,94.187035,-13.757542,48.17431,-38.83883,9.08417,-20.92677,11.890582,-11.618009,15.274447,-10.479325,12.766028,-16.92171,7.1872263,-12.7787695,7.0329676,-9.242044,4.4014235,-4.717598,2.662932,blues
blues.00068.wav_segment_5,0.29983318,0.09326012,2560.642015368694,2390.563944659205,5347.191256009615,0.12980393629807693,-124.228935,85.16692,-7.7742114,54.598484,-30.40332,19.791399,-19.70257,16.450357,-13.391164,14.76491,-15.140492,12.309646,-18.67208,6.7812643,-10.031283,5.348294,-14.546439,6.8421206,-5.5571365,7.7288656,blues
blues.00068.wav_segment_6,0.30706665,0.09556495,2450.3176103269066,2380.065421084121,5272.818885216346,0.11796123798076923,-117.36539,91.95576,-7.8650823,48.07898,-33.739304,17.82867,-19.60362,13.692255,-14.37614,13.490017,-16.363575,10.334097,-18.71771,3.5360172,-10.915193,7.5709596,-9.114539,7.2899094,-5.963299,3.816239,blues
blues.00068.wav_segment_7,0.32538468,0.09830451,2524.155215261761,2383.372348385169,5318.866811899038,0.13275615985576922,-112.995865,89.85688,-7.1445518,50.16775,-34.8522,17.673803,-19.65029,14.661759,-11.842851,16.058998,-13.617079,11.454991,-20.6295,1.6592124,-11.054509,5.486079,-11.344914,6.5487275,-2.3927448,9.096871,blues
blues.00068.wav_segment_8,0.2927165,0.10328117,2584.7428716001086,2398.4401232024356,5423.716947115385,0.13840895432692307,-109.75169,85.33843,-6.92477,48.33524,-33.912544,16.381243,-16.04489,17.492737,-10.974504,16.946018,-14.019855,7.112946,-19.330791,7.5726824,-6.7010574,10.130312,-9.001413,6.9579854,-4.4402213,3.0440152,blues
blues.00068.wav_segment_9,0.289843,0.1120212,2438.134117755937,2365.072235424116,5237.620380108173,0.12068434495192308,-114.28991,90.50604,-6.429697,46.89248,-31.93035,15.460215,-20.44053,15.610487,-9.478412,16.535461,-11.103085,12.97281,-19.82856,0.46791893,-14.555499,5.6755877,-10.391008,5.9426184,-1.7349498,8.580501,blues
blues.00069.wav_segment_0,0.2698582,0.108438626,1921.5286483235882,2016.1811310012529,4238.065655048077,0.092138671875,-138.76376,114.54028,-21.358202,49.00082,-39.33262,14.6139,-27.547424,0.7800101,-17.08528,8.81665,-20.561073,3.4330404,-13.553841,2.7068207,-11.489192,0.3802319,-11.26326,-10.212249,-4.8443527,-1.5075746,blues
blues.00069.wav_segment_1,0.2937009,0.10656196,2076.28246139554,2057.5411589481414,4401.221078725962,0.10761343149038462,-123.75395,111.19967,-26.106985,48.860157,-40.18288,14.998802,-27.610527,2.3166611,-16.190434,13.138824,-18.49401,6.4646015,-13.776566,0.29558042,-15.421669,-0.072000064,-13.638771,-7.799078,-4.6733303,-0.47915164,blues
blues.00069.wav_segment_2,0.2436402,0.12918437,2398.506081363129,2156.9553327048475,4926.465594951923,0.1350323016826923,-129.6871,94.202065,-19.367607,47.041378,-43.397755,30.2989,-31.895725,6.1614943,-12.323273,5.3271146,-20.177929,6.592547,-22.991163,-4.8139405,-9.872523,-3.000415,-8.48713,8.613428,4.1160765,-3.8220322,blues
blues.00069.wav_segment_3,0.324219,0.119759716,2542.632585202514,2280.0836266139086,5290.211087740385,0.13372896634615383,-105.92475,91.77758,-18.37399,50.05863,-35.983727,26.060942,-39.991062,10.826658,-15.879978,5.571852,-20.75355,10.842088,-20.188845,0.104040936,-11.546693,-5.7647686,-10.5862055,-1.7661053,-4.09452,-5.7012825,blues
blues.00069.wav_segment_4,0.2778227,0.13096084,2590.380045342165,2282.541027564746,5311.827110877404,0.14647686298076923,-112.33028,91.37489,-18.065685,44.300472,-42.56257,31.93719,-39.18767,15.01341,-15.458934,4.0286965,-21.126957,11.619888,-26.110851,-1.02857,-9.859962,-7.997174,-7.350956,3.0450497,1.6393442,-1.8963808,blues
blues.00069.wav_segment_5,0.3131126,0.09541265,2301.875280192364,2245.15172667181,4993.218524639423,0.12064678485576923,-125.594,100.25769,-18.029676,49.485733,-32.762367,26.72509,-29.667822,7.0815883,-22.750494,10.36905,-21.956083,7.101344,-17.65951,3.02889,-14.643332,-2.1420894,-11.596889,-4.3442006,-6.1990404,-1.4933174,blues
blues.00069.wav_segment_6,0.2581831,0.12016583,2366.0920137600674,2176.783695035567,5000.258225661058,0.11983924278846154,-132.01764,93.451004,-24.03099,46.511845,-44.207146,25.808176,-34.87771,7.9118786,-15.866908,4.4518385,-18.163996,5.092153,-25.023933,-1.8955935,-14.23279,-8.787261,-10.1441345,2.4552138,4.355462,-4.9628353,blues
blues.00069.wav_segment_7,0.2552505,0.11460501,2216.820148402157,2299.0854491591026,5077.943396935096,0.0888934795673077,-136.53522,98.80089,-13.541193,46.044014,-34.996468,23.56659,-37.90528,9.557809,-22.992466,3.857685,-22.23877,6.107479,-19.008316,-0.2078167,-11.42528,-6.1926694,-12.5543,-4.336904,-4.483631,-5.03853,blues
blues.00069.wav_segment_8,0.32003137,0.12738506,2788.8100368895252,2313.4009910199065,5579.004469651442,0.1557354266826923,-108.78009,81.956566,-20.302847,49.5212,-47.359737,31.899305,-36.14291,17.512295,-18.352497,1.4148383,-19.91374,8.070465,-22.555923,-0.5166007,-14.525642,-6.16134,-11.281287,2.0577655,-1.3087474,-6.818314,blues
blues.00069.wav_segment_9,0.370437,0.105705656,2484.944374920483,2279.724187013354,5185.1953125,0.1400653545673077,-108.082535,92.422325,-22.270523,54.845966,-33.74966,27.331415,-30.604534,10.3470955,-26.960812,10.226837,-22.295069,8.555244,-17.899178,7.030821,-14.427242,-4.320014,-12.202379,-2.96209,-6.5650463,-3.1362362,blues
blues.00070.wav_segment_0,0.3279766,0.10229065,2055.0932752475574,2151.1558835776596,4658.956956129808,0.08419471153846154,-131.7107,112.8562,-21.09689,42.04249,-28.8284,19.898792,-29.462399,18.298723,-17.840477,6.8974724,-12.433483,5.1171284,-16.304453,5.761841,-6.846512,3.8845234,-13.902543,2.8766384,-9.9620075,-2.2506988,blues
blues.00070.wav_segment_1,0.3624845,0.10161159,2291.080015614192,2221.0051782629284,4909.5703125,0.09610501802884615,-132.76274,100.107506,-20.049631,47.165337,-23.452415,19.562004,-30.605394,20.493107,-16.772427,9.928058,-13.624948,11.405977,-12.917169,4.9906597,-5.612684,4.704504,-10.523742,3.106246,-9.836133,-5.625434,blues
blues.00070.wav_segment_2,0.31346506,0.11266264,2324.0188561566183,2160.275259362189,4801.573016826923,0.1119140625,-128.27678,98.81656,-21.52097,48.474567,-25.559967,16.38983,-33.46235,20.865358,-15.407917,5.36898,-15.823558,10.974526,-12.839081,8.602218,-6.029158,0.09288292,-12.755284,4.3487773,-11.314368,-3.400692,blues
blues.00070.wav_segment_3,0.34261373,0.11233158,2311.9899012426354,2121.9523533272836,4782.938514122596,0.12227313701923077,-127.20819,98.89737,-22.60023,44.22523,-27.541714,23.885881,-23.68853,23.490776,-17.255325,8.211666,-13.5737095,7.1076226,-12.527541,4.4802914,-9.850456,1.7743574,-12.943628,3.4505894,-6.8421535,-0.39248773,blues
blues.00070.wav_segment_4,0.30030575,0.11286938,2080.171308507583,2149.221939086686,4698.959021935096,0.08543043870192307,-134.42441,109.18682,-18.156954,35.946056,-30.524155,18.85606,-27.088913,22.186684,-13.757759,4.187339,-8.380877,7.7124205,-11.684925,5.0972996,-8.5298195,3.8538837,-11.598226,5.905432,-10.549388,-2.524126,blues
blues.00070.wav_segment_5,0.32706788,0.09420213,1883.9101551512103,2012.7533220147952,4090.4803936298076,0.08039362980769231,-143.81331,119.65941,-26.588093,40.42452,-25.275005,17.92144,-23.145016,15.932084,-13.313503,9.520988,-8.713543,9.187134,-8.84037,4.012959,-4.145943,3.6420302,-10.447617,2.9560225,-8.480884,-2.7578773,blues
blues.00070.wav_segment_6,0.3342643,0.09474869,1989.4193458611578,2028.333807647345,4285.0246018629805,0.090771484375,-137.35959,116.1013,-29.236084,43.414333,-27.34896,18.971888,-20.599401,19.73925,-15.450385,7.6236386,-8.203033,8.459627,-13.016014,8.256201,-4.267068,3.871267,-9.898901,2.5201864,-6.525161,-2.9242141,blues
blues.00070.wav_segment_7,0.31121975,0.11133753,2276.1511481542298,2143.433460360655,4962.989220252404,0.10471754807692307,-132.59181,98.744965,-29.469246,39.53439,-31.42971,24.612234,-27.13095,22.55086,-18.074018,6.78774,-7.584009,6.791754,-12.142086,4.4722843,-6.605338,-0.317022,-16.742146,3.526818,-7.5394034,-2.275769,blues
blues.00070.wav_segment_8,0.29913184,0.11429611,2415.607459860488,2275.912467375531,5268.677884615385,0.10952899639423076,-129.95775,96.79602,-16.69413,40.324047,-29.791748,21.521461,-33.514362,20.652216,-19.99666,10.392216,-15.208884,2.5808978,-11.741378,-1.384543,-7.7755656,0.7013752,-19.18207,6.310433,-12.435991,-4.423388,blues
blues.00070.wav_segment_9,0.32391915,0.09815743,1953.7590560212875,2038.6969630581882,4322.542067307692,0.08807091346153846,-138.7792,117.20709,-25.576765,43.52904,-29.001154,17.298712,-24.866064,16.307922,-12.847387,8.983262,-11.124083,6.156185,-11.454165,6.273883,-6.844871,3.0587726,-11.017236,2.8172598,-9.497036,-2.003234,blues
blues.00071.wav_segment_0,0.28107902,0.12082603,2446.4378191599335,2273.5511712849516,5041.751051682692,0.13763146033653847,-84.592094,94.35953,-17.284153,52.927517,-36.934624,18.610498,-21.26178,11.100207,-14.729336,12.200381,-18.816633,8.586651,-19.470865,6.670507,-12.220823,3.9733915,-11.600173,2.569958,-8.008036,2.7479832,blues
blues.00071.wav_segment_1,0.3236687,0.12038889,2508.324226144076,2309.895645329961,5173.517690805288,0.1478290264423077,-87.49708,90.57465,-12.367182,57.16011,-31.330757,18.55095,-19.871645,13.312759,-15.252895,13.38058,-17.451124,8.435257,-18.278557,6.646741,-8.443195,8.797018,-8.702119,4.873073,-7.6181245,0.090041704,blues
blues.00071.wav_segment_2,0.31467286,0.1190512,2545.2382799319435,2339.6281765593694,5261.7210036057695,0.15325646033653847,-93.43935,89.3761,-8.248033,58.702244,-33.617683,19.729473,-18.779827,17.003132,-11.988711,16.65673,-15.295909,10.982801,-16.765284,6.327529,-11.196815,10.453496,-10.941378,3.4116457,-6.729648,0.7712981,blues
blues.00071.wav_segment_3,0.29375172,0.12293379,2496.3749901279552,2284.4330435338666,5117.614182692308,0.1399151141826923,-85.54674,92.80793,-15.898379,52.385624,-36.931587,18.405184,-19.486877,16.554995,-9.531419,19.370708,-8.630428,13.919861,-18.75579,3.5904102,-13.768504,7.4552507,-12.417445,1.8522412,-5.469345,4.3735576,blues
blues.00071.wav_segment_4,0.33213672,0.121842325,2404.634567680688,2283.0128745983443,5066.182955228365,0.13109600360576923,-81.90316,96.877426,-18.151548,46.12216,-34.969376,16.535856,-22.86321,15.798611,-8.185219,20.947056,-8.940625,15.420455,-17.83808,4.350928,-17.15208,3.395168,-14.072478,5.207098,-4.7218814,-0.16970778,blues
blues.00071.wav_segment_5,0.33073667,0.12200449,2367.2555924369685,2247.4449445990763,4940.213716947115,0.13138897235576924,-82.219055,99.62714,-17.117857,53.307293,-39.311768,19.069937,-17.63296,10.394035,-17.174744,14.782112,-13.220029,13.840214,-16.936333,8.426588,-7.4476385,8.421749,-10.750715,3.4462614,-4.460992,7.183822,blues
blues.00071.wav_segment_6,0.30596077,0.117432185,2326.9546195072194,2279.018802767786,4961.746920072115,0.11908804086538462,-88.035355,99.8141,-15.446335,50.99016,-34.705452,21.289797,-18.728456,11.0428505,-15.881588,12.616625,-19.269312,8.187764,-19.259712,5.837501,-9.6468315,8.222592,-11.190576,4.554266,-5.851573,2.8266633,blues
blues.00071.wav_segment_7,0.31885225,0.11372939,2361.830069804456,2290.5961724807876,5029.659329927885,0.12008338341346154,-89.2457,98.65472,-14.5436325,55.051434,-32.074017,20.516985,-20.4585,9.404074,-17.654598,13.003488,-17.96754,7.766235,-19.651571,3.8122146,-9.256819,6.360986,-9.313013,4.934222,-6.630408,4.646732,blues
blues.00071.wav_segment_8,0.24249643,0.1284187,2410.8134072873154,2241.5005586272373,4950.069298377404,0.1286358173076923,-107.22408,86.75617,-16.263184,60.428017,-27.70288,22.493572,-20.909605,12.347831,-16.934998,11.550913,-14.80424,10.41867,-17.230894,12.793536,-6.0540895,4.132512,-9.834193,1.7790793,-5.45458,4.0637236,blues
blues.00071.wav_segment_9,0.31217206,0.11166091,2426.528349874297,2326.2512639795796,5111.816781850962,0.12415114182692308,-98.19074,91.67237,-12.065721,58.010345,-29.900549,20.16676,-19.612715,14.700725,-13.1112795,13.714472,-16.724947,10.287889,-17.420744,9.916622,-8.901084,5.7807465,-11.550906,2.4802287,-8.08553,5.708025,blues
blues.00072.wav_segment_0,0.3247264,0.0993167,2775.4167402332173,2526.3787532326005,5808.995643028846,0.1458195612980769,-105.493,80.33899,-3.1194928,44.265953,-36.5563,21.190058,-30.745634,13.41526,-18.169264,4.8476515,-20.207365,4.358374,-27.290133,5.7015243,-11.918837,13.407837,-11.520905,4.903235,-14.562297,-7.6317143,blues
blues.00072.wav_segment_1,0.317764,0.09890746,2747.7301157162747,2518.832447364482,5759.220815805288,0.1494854266826923,-113.47723,83.16069,-0.8422494,39.753574,-41.442043,21.053476,-28.238358,12.899333,-18.614174,5.320909,-13.374467,5.347906,-27.024012,3.34582,-16.06428,9.8747425,-14.404185,0.78673893,-12.156622,-4.495302,blues
blues.00072.wav_segment_2,0.34617156,0.09424128,2836.601063880674,2591.6205552706547,5908.296837439904,0.15837214543269232,-111.06005,81.92264,4.932098,41.268375,-38.47122,24.017326,-26.999403,17.05163,-17.976652,6.9809203,-12.180936,6.7515492,-26.50515,4.156625,-15.126837,14.529913,-12.437799,3.4800096,-13.2678995,-6.0044866,blues
blues.00072.wav_segment_3,0.34154534,0.09896993,2776.5968493074106,2559.4921400254743,5812.391263521635,0.15320763221153846,-114.167564,82.25422,5.1826763,45.462627,-37.4885,23.108425,-26.621199,14.93533,-18.23093,4.324013,-14.716723,5.3731213,-26.806107,4.396977,-17.23517,9.6180105,-13.432612,2.3041105,-14.474292,-4.0207224,blues
blues.00072.wav_segment_4,0.27482742,0.118867636,2346.763508013496,2432.6765431973045,5400.941443810096,0.09548903245192308,-119.61469,96.14714,5.4086914,44.739914,-41.62965,15.716946,-27.96241,12.550995,-17.840557,4.418204,-15.279278,2.642673,-29.103493,0.22880578,-18.75001,6.464856,-14.689963,0.5633951,-9.837632,0.08774097,blues
blues.00072.wav_segment_5,0.28940246,0.11036163,2343.3837163016015,2439.827244045246,5369.552659254808,0.10496168870192307,-118.19152,98.21235,7.3706646,46.17998,-39.658188,17.657324,-28.014063,12.830396,-14.756781,7.3869977,-15.398355,3.4409847,-29.278126,1.938592,-17.074797,8.455204,-13.213672,2.9978034,-12.849712,-1.4342867,blues
blues.00072.wav_segment_6,0.27809155,0.10893613,2330.3151367706973,2477.040044980001,5430.176908052885,0.09621018629807693,-127.275,95.52919,11.33006,47.557632,-39.278725,18.642143,-25.67441,12.052417,-15.728619,5.494311,-16.796001,2.9819481,-27.285261,2.9630897,-17.40565,8.384454,-11.728127,2.9830964,-14.048213,-5.0691876,blues
blues.00072.wav_segment_7,0.33055967,0.1083521,2413.461216972412,2485.2997157672985,5475.8107346754805,0.10631760817307692,-120.513824,91.99648,9.555683,51.908367,-40.323353,19.916801,-22.8902,14.590115,-13.33722,5.9650793,-18.610046,-0.035433255,-28.706257,2.845589,-14.848025,11.481197,-9.53038,3.170627,-17.811188,-6.8536,blues
blues.00072.wav_segment_8,0.276053,0.10125611,2706.8989381142032,2592.0234427017426,5852.393329326923,0.132177734375,-129.95737,82.434204,14.096151,46.491543,-39.19801,21.216614,-26.607355,15.298621,-18.49627,4.315347,-16.930214,6.0293427,-28.470118,0.81390214,-15.504957,14.097269,-12.414741,4.963886,-11.695046,-0.71296436,blues
blues.00072.wav_segment_9,0.31707263,0.09368612,2651.401064883549,2571.89492088604,5761.20849609375,0.13811974158653847,-130.0147,86.843506,11.365788,44.242126,-35.284264,26.09265,-25.70729,12.882332,-19.391047,3.16455,-14.07877,3.8123085,-25.143412,5.3300476,-16.087523,13.191071,-14.050487,3.193567,-13.151716,-6.3171396,blues
blues.00073.wav_segment_0,0.32422504,0.24370243,1963.528708803394,2115.3247712191483,4304.4044846754805,0.08623798076923077,-37.016495,112.35981,-20.571886,60.379086,-15.483248,21.10057,-19.244951,17.266903,-17.588043,13.066466,-13.234199,12.058058,-5.4137907,13.772618,-2.5622127,6.4180927,-3.578293,5.2325487,-4.767172,-1.3640941,blues
blues.00073.wav_segment_1,0.36141157,0.24001656,2146.7960265733786,2164.766607755172,4500.605093149038,0.10672701322115384,-34.95538,102.22832,-21.611223,57.171783,-12.1151905,24.897669,-14.78527,17.791925,-19.184208,10.943806,-12.762293,10.255903,-9.609527,8.426735,-4.0312705,4.6871204,-4.7808824,4.260907,2.4936402,6.5590415,blues
blues.00073.wav_segment_2,0.32475057,0.2701195,1940.0986958836409,2063.137824627584,4134.126539963942,0.0886981670673077,-41.314842,110.61723,-20.794628,53.117737,-13.87227,15.5410795,-17.948174,16.232311,-19.108524,8.037719,-12.205461,9.44385,-9.936081,3.5061333,-1.7140721,6.1724195,-2.7417772,5.947217,-0.5720597,1.066573,blues
blues.00073.wav_segment_3,0.33250117,0.23775369,2004.9160558747492,2145.766336298657,4418.116361177885,0.09294621394230769,-34.23991,109.99812,-20.41384,56.393646,-17.308355,21.262854,-13.940103,20.11532,-14.8836155,5.693123,-19.823072,12.43956,-7.073747,14.418979,-2.6367018,1.7060794,-3.284961,7.088904,-0.7055919,3.0984426,blues
blues.00073.wav_segment_4,0.33813068,0.28767812,2136.75608952011,2132.3593992970864,4525.865196814904,0.10535231370192308,-22.921469,102.414276,-23.421654,57.34834,-11.381336,22.38419,-21.07566,17.689402,-20.170267,7.7552004,-11.295224,10.546468,-7.635685,6.3218217,-3.3761292,5.585268,-5.4863,3.6608243,2.6827276,9.084112,blues
blues.00073.wav_segment_5,0.35310018,0.24015363,2164.5240371452032,2147.1936692479126,4520.564716045673,0.10674203725961538,-37.68913,99.31682,-22.329721,61.541508,-11.929207,18.68146,-21.226456,15.52184,-20.056175,9.13775,-7.953685,11.828461,-9.600248,13.422658,-3.2160952,7.436471,-1.2150174,5.463263,0.6484958,2.1138005,blues
blues.00073.wav_segment_6,0.3518287,0.26180902,2109.814317128539,2216.673568240543,4587.897385817308,0.1002666766826923,-24.670635,105.09465,-15.77023,55.082092,-15.837868,19.330492,-18.481073,18.151709,-20.780792,10.157659,-11.1476145,15.259865,-9.435851,9.539701,-7.6613617,3.293341,-3.9372358,4.2159333,-0.8658964,-0.2578455,blues
blues.00073.wav_segment_7,0.34435847,0.2544885,2260.1708050379384,2248.730478750866,4821.946739783654,0.11220327524038462,-25.189308,96.703094,-18.323029,62.39051,-10.199469,21.793299,-18.551641,15.1716585,-17.00033,13.20185,-11.213145,13.700947,-10.857587,8.187246,-7.5917773,3.1559691,-2.5765584,5.564171,-1.7390667,-1.5090998,blues
blues.00073.wav_segment_8,0.33960533,0.27438718,2104.408964886946,2197.8231311558125,4506.071213942308,0.09595477764423077,-26.979368,101.46397,-18.183586,57.203686,-12.511812,20.701937,-15.318024,13.528888,-20.097324,8.346542,-11.901154,10.922931,-13.453663,7.4850273,-5.3037972,4.246292,-1.8470973,4.6342287,1.3547715,-1.0354242,blues
blues.00073.wav_segment_9,0.35757017,0.27176553,2106.6118504779033,2160.247451040979,4497.457932692308,0.10108924278846154,-24.24055,105.21983,-22.14961,49.283833,-13.468812,22.288488,-19.031042,17.963526,-21.674282,8.894411,-11.192291,11.26907,-11.392586,11.775636,-2.952919,6.845385,-4.143971,5.915109,1.0515525,1.7939476,blues
blues.00074.wav_segment_0,0.33806068,0.2209066,2290.175470459564,2374.009677832904,5087.21923828125,0.10338416466346154,-47.89292,98.19998,-11.941329,37.986893,-2.7949202,24.617899,-23.612572,20.348276,-25.503916,12.329229,-13.73961,9.959564,-4.3204155,6.7567196,-3.9263437,6.5024843,-5.493438,7.121912,-4.0289483,2.9851022,blues
blues.00074.wav_segment_1,0.38342232,0.17915668,2575.24287014216,2574.2113423783435,5915.750638521635,0.12611929086538462,-58.276493,88.98589,-0.307328,45.036446,-7.375423,31.590088,-25.437801,19.962732,-20.625154,15.65724,-15.139966,13.879293,-7.948526,6.481972,-6.6598988,5.216081,-7.7645564,9.441395,-7.49326,0.97289217,blues
blues.00074.wav_segment_2,0.39557022,0.21304083,2601.9761515982664,2493.857123922708,5770.235877403846,0.1373309795673077,-27.804808,88.59014,-13.251007,39.045357,-6.0661855,31.086573,-27.501875,22.567236,-19.899405,12.415447,-17.5216,13.431015,-3.6577377,12.057115,-6.0573635,8.749515,-12.218092,4.7256527,-4.915162,0.45065778,blues
blues.00074.wav_segment_3,0.3739509,0.19853629,2446.701119792088,2510.7581623106453,5666.131122295673,0.11595177283653846,-50.86109,93.54745,-5.45079,35.223965,-4.1395416,27.998407,-25.554672,20.16843,-18.950388,13.285913,-16.068514,10.904984,-2.6204112,4.7672215,-5.43373,5.12409,-5.944462,11.152939,0.19089444,-0.22136906,blues
blues.00074.wav_segment_4,0.4080241,0.16655332,2540.051308285301,2564.443894544961,5971.322866586538,0.12478590745192308,-57.062275,91.7375,-1.6978527,43.068336,-10.075081,33.136185,-26.977848,19.732988,-16.656906,16.663284,-14.596199,17.220222,-5.090744,6.1025662,-5.871511,5.315592,-7.7779126,9.358787,-4.075154,1.2004291,blues
blues.00074.wav_segment_5,0.32006374,0.19340315,2560.4987794336316,2557.9901667582258,5917.4070387620195,0.11094501201923077,-82.0383,88.61632,1.8520739,42.351353,-9.3500395,23.82306,-25.836094,27.246292,-23.823114,13.677008,-18.800673,6.34468,-6.7375402,6.1326246,-8.649115,1.7461978,-8.470961,4.1925445,-6.0298266,-7.8230014,blues
blues.00074.wav_segment_6,0.37756315,0.1664614,2374.027399318679,2487.517675445851,5404.7511643629805,0.09451246995192308,-113.80968,87.119026,5.478296,50.02292,-1.6290445,24.233963,-21.461243,22.226774,-17.721455,9.18565,-17.288805,7.297346,-6.082571,0.26236525,-7.6070156,1.8857062,-13.259615,2.4745464,-0.5531978,-1.0915568,blues
blues.00074.wav_segment_7,0.3640699,0.209767,2555.9877721902653,2625.838905353207,6017.45361328125,0.11332256610576923,-43.903275,89.37734,4.2597647,45.14206,-8.61334,29.453093,-23.381456,26.750736,-18.179714,16.344683,-12.518209,13.927804,-8.688304,6.8772516,-6.318175,7.6532946,-5.3015594,5.2688913,-6.456816,-0.012450673,blues
blues.00074.wav_segment_8,0.3737032,0.21464002,2673.881762560809,2574.495691464935,6033.355055588942,0.14383638822115385,-38.326015,79.48059,-5.4580984,44.890114,-10.772504,31.1285,-27.880533,25.79407,-18.03738,11.89595,-11.59596,21.01925,-0.48373255,22.539396,0.96913266,11.722833,-6.940663,5.004746,-11.029557,-6.138918,blues
blues.00074.wav_segment_9,0.3559259,0.19475274,2525.2978178235862,2552.5151300980774,5908.296837439904,0.12777569110576922,-51.672714,88.34811,-3.319785,42.013096,-9.301159,34.075623,-25.666763,25.762838,-17.891314,14.458973,-12.416901,16.981558,-6.385451,10.60481,-6.84126,8.58548,-4.555454,10.468318,-3.1159978,0.13317971,blues
blues.00075.wav_segment_0,0.49958324,0.15598702,2098.5889460720055,2313.792316867153,4631.129432091346,0.08940805288461538,-123.01158,96.74999,-6.498201,52.347942,5.071832,30.601498,-15.494133,22.70408,-13.439371,13.070716,-5.8911395,14.620038,-5.039037,6.977162,-5.075729,4.342415,-6.6199923,5.925512,-5.290563,1.6763403,blues
blues.00075.wav_segment_1,0.40820023,0.21281826,2379.099629561679,2219.0858198554156,4777.720853365385,0.13721454326923077,-63.545223,91.54421,-24.07395,53.133408,0.00092397834,27.580517,-16.874937,25.316631,-20.339663,19.57627,-8.144545,6.8146772,-6.659892,7.228134,-7.3682694,12.154083,-8.886984,4.1644573,-5.8543487,2.2200983,blues
blues.00075.wav_segment_2,0.4328516,0.19940259,2123.900166587256,2189.5205452678556,4458.44970703125,0.10054086538461539,-79.253174,98.43624,-20.94617,44.13925,-3.1426048,29.135084,-14.683691,26.047619,-15.094494,16.153366,-6.424204,8.894652,-7.0742855,5.977356,-9.194368,10.9045,-10.108046,3.392748,-5.0027413,0.033967122,blues
blues.00075.wav_segment_3,0.50875413,0.19420817,2221.4582428838817,2297.547093291903,4801.8214768629805,0.10025540865384615,-87.83583,91.51468,-14.034775,58.405544,6.8617353,29.856867,-14.45993,23.557455,-14.758101,15.276511,-9.098441,13.5305805,-4.8036947,9.225717,-6.129126,8.697303,-7.571397,3.7880895,-0.84967285,2.7961195,blues
blues.00075.wav_segment_4,0.44614765,0.24985994,2490.264282546581,2212.690932017483,4938.5573167067305,0.14642052283653847,-13.043832,87.317154,-32.369698,57.901596,-8.252281,31.266567,-16.004452,23.505352,-21.937605,19.406878,-5.149447,12.756387,-11.742851,6.2207193,-8.104741,11.327492,-7.058774,-3.494251,-8.277451,-3.8843307,blues
blues.00075.wav_segment_5,0.46244866,0.2033623,2035.8283915223653,2174.8239721400014,4363.372333233173,0.093359375,-84.373184,101.820404,-16.427841,56.998062,5.061678,27.106894,-14.994858,24.215921,-15.333929,12.3932,-4.8729095,14.506264,-5.2792277,6.9284234,-5.610575,6.738506,-5.2520237,1.5701879,-8.079714,0.67503357,blues
blues.00075.wav_segment_6,0.47272018,0.17326604,2122.9371455858154,2337.156051362181,4698.4621018629805,0.0889423076923077,-113.15115,96.174355,-3.9291396,51.394188,5.6754236,31.299646,-13.950769,24.358812,-14.2708025,13.12376,-7.169767,12.127759,-5.5120764,6.8761744,-3.447651,5.5336,-7.5520067,3.6695101,-6.2790837,2.0500226,blues
blues.00075.wav_segment_7,0.5028942,0.16108449,2140.862098194477,2321.3304479303524,4728.7742262620195,0.09045597956730769,-121.88487,93.18669,-5.0311036,51.929947,3.1640394,34.674374,-12.968975,21.567049,-12.141939,15.685604,-7.9059925,15.048943,-2.0033097,8.442201,-3.7801485,7.3293223,-4.255297,6.253019,-2.137501,4.0813313,blues
